pais,codigo_iso,region,cultivo,anio,superficie_hectareas,rendimiento_ton_ha,produccion_ton,fertilizantes_kg_ha,agua_riego_m3_ha,tendencia_5_anios
Australia,AUS,Oceanía,Soja,2014,2244285,3.97,8907871,249,6950,0.024789549847632472
Australia,AUS,Oceanía,Arroz,2014,1944988,3.92,7632147,236,4844,0.01620225478086397
Australia,AUS,Oceanía,Trigo,2015,790265,2.75,2172736,289,8752,0.004843374381829378
Australia,AUS,Oceanía,Caña de azúcar,2015,6070506,96.56,586170421,208,3544,-0.04156887333480071
Australia,AUS,Oceanía,Algodón,2015,1870001,1.62,3031396,210,3071,-0.03687228893731362
Australia,AUS,Oceanía,Maíz,2015,645706,3.44,2222163,271,8801,-0.0032806523330647236
Australia,AUS,Oceanía,Café,2015,551740,1.17,643167,228,9835,-0.03229633600202879
Australia,AUS,Oceanía,Té,2015,311112,1.99,620520,282,6688,-0.001834831729778566
Australia,AUS,Oceanía,Soja,2015,767198,2.97,2279595,127,1172,-0.0499907653605072
Australia,AUS,Oceanía,Arroz,2015,644651,4.24,2731135,286,9059,0.044695751186812446
Australia,AUS,Oceanía,Trigo,2016,98864,7.6,750978,253,1118,0.004821219573649671
Australia,AUS,Oceanía,Caña de azúcar,2016,8832950,82.6,729636360,215,7385,0.0328426855641291
Australia,AUS,Oceanía,Algodón,2016,319480,2.19,700214,282,5454,-0.02153231453265471
Australia,AUS,Oceanía,Maíz,2016,5105162,6.08,31052695,124,2808,0.013689270954834673
Australia,AUS,Oceanía,Café,2016,153319,1.79,274886,88,1813,0.046971621762939356
Australia,AUS,Oceanía,Té,2016,48267,1.31,62991,52,4814,-0.040980301685121893
Australia,AUS,Oceanía,Soja,2016,1665701,3.21,5344128,145,8597,0.01969348027663284
Australia,AUS,Oceanía,Arroz,2016,309920,6.68,2071352,248,7429,-0.04286153052509432
Australia,AUS,Oceanía,Trigo,2017,1672722,6.4,10707457,53,2998,0.04745985028754597
Australia,AUS,Oceanía,Caña de azúcar,2017,7212487,111.25,802401871,58,4263,-0.0039165364687720125
Australia,AUS,Oceanía,Algodón,2017,2491618,2.56,6379282,296,6113,0.04362152466406165
Australia,AUS,Oceanía,Maíz,2017,741939,7.43,5509992,173,5895,-0.03012763681976002
Australia,AUS,Oceanía,Café,2017,537136,2.01,1078436,161,6316,-0.048493229473113755
Australia,AUS,Oceanía,Té,2017,72491,1.83,132919,198,8786,0.018840653893509723
Australia,AUS,Oceanía,Soja,2017,5977275,2.03,12126289,208,6544,0.04308487845186271
Australia,AUS,Oceanía,Arroz,2017,3233693,3.53,11413814,187,2759,-0.03741725423347736
Australia,AUS,Oceanía,Trigo,2018,4398023,8.1,35636625,162,4161,-0.04786471673157068
Australia,AUS,Oceanía,Caña de azúcar,2018,2250318,65.01,146301161,193,5828,0.00427340768056942
Australia,AUS,Oceanía,Algodón,2018,2469121,1.57,3869012,120,3627,-0.04311234166388406
Australia,AUS,Oceanía,Maíz,2018,4585426,8.76,40163584,248,9289,-0.012095643033342263
Australia,AUS,Oceanía,Café,2018,9920,1.7,16905,132,2037,0.015828941737981994
Australia,AUS,Oceanía,Té,2018,215254,1.6,344172,89,5638,-0.01773999600872061
Australia,AUS,Oceanía,Soja,2018,1074815,2.47,2656622,290,3126,-0.03213611999638917
Australia,AUS,Oceanía,Arroz,2018,395530,4.68,1850286,264,7366,0.015792125828496845
Australia,AUS,Oceanía,Trigo,2019,5260492,3.45,18164468,68,1214,0.0430211036809051
Australia,AUS,Oceanía,Caña de azúcar,2019,7570554,129.82,982789345,213,1994,-0.013907394887492153
Australia,AUS,Oceanía,Algodón,2019,2039407,3.36,6853810,207,5355,0.002902083129177349
Australia,AUS,Oceanía,Maíz,2019,6035115,3.16,19077011,75,4784,0.0031661051402472537
Australia,AUS,Oceanía,Café,2019,251721,2.11,532358,192,7802,0.024610837627585355
Australia,AUS,Oceanía,Té,2019,221563,2.48,550306,76,3733,0.029246159777340686
Australia,AUS,Oceanía,Soja,2019,4581573,3.15,14435410,163,6772,0.04024849706527217
Australia,AUS,Oceanía,Arroz,2019,1467167,6.56,9620926,261,6299,0.010841337025703904
Australia,AUS,Oceanía,Trigo,2020,1968130,4.65,9159527,142,8412,-0.005250021100175063
Australia,AUS,Oceanía,Caña de azúcar,2020,590686,124.19,73355784,277,5945,-0.04934311710273181
Australia,AUS,Oceanía,Algodón,2020,1208438,3.16,3822656,226,5521,0.041911208297061284
Australia,AUS,Oceanía,Maíz,2020,10226132,7.04,71978243,141,3557,-0.036159180652359006
Australia,AUS,Oceanía,Café,2020,301214,0.85,255485,196,7550,0.006906493692011982
Australia,AUS,Oceanía,Té,2020,37384,2.47,92174,261,2562,0.009523120255958008
Australia,AUS,Oceanía,Soja,2020,5879312,4.25,24994058,285,6478,-0.015206979304706679
Australia,AUS,Oceanía,Arroz,2020,2159860,6.23,13449986,241,1187,0.01338871030317143
México,MEX,América del Norte,Algodón,2011,935857,1.79,1678814,298,8300,0.025284020301053076
México,MEX,América del Norte,Maíz,2011,1625460,4.04,6565824,83,6507,-0.041745488736141735
México,MEX,América del Norte,Cebada,2011,109341,3.88,423930,161,3136,0.02620329196368959
México,MEX,América del Norte,Caña de azúcar,2011,3347197,86.07,288105574,207,9589,-0.025375415949288695
México,MEX,América del Norte,Café,2011,401549,1.49,599893,78,7776,-0.007645939763435992
México,MEX,América del Norte,Trigo,2011,2703542,4.67,12624148,93,6729,0.01162209944545034
México,MEX,América del Norte,Soja,2011,3870462,4.12,15956246,109,4271,0.01853592274622677
México,MEX,América del Norte,Arroz,2011,365417,4.04,1477876,287,3419,0.03687523516449685
México,MEX,América del Norte,Algodón,2012,65258,2.14,139896,170,1372,-0.016812328093491848
México,MEX,América del Norte,Maíz,2012,3779997,4.14,15665533,173,3315,0.01950711436476947
México,MEX,América del Norte,Cebada,2012,816265,4.17,3407901,93,1984,-0.02159864589520093
México,MEX,América del Norte,Caña de azúcar,2012,4740596,57.2,271160952,149,5445,0.016298163572015564
México,MEX,América del Norte,Café,2012,199720,2.0,399089,216,7332,-0.0268831379862183
México,MEX,América del Norte,Trigo,2012,853885,7.59,6483220,72,4054,-0.03011247999917656
México,MEX,América del Norte,Soja,2012,5026622,3.25,16350855,185,5995,-0.01664303653692243
México,MEX,América del Norte,Arroz,2012,668085,4.17,2782687,127,4869,0.04959944112468083
México,MEX,América del Norte,Algodón,2013,1265920,4.02,5087092,277,1482,0.04441366982082974
México,MEX,América del Norte,Maíz,2013,4213483,4.93,20767825,72,7262,0.0020717844073516734
México,MEX,América del Norte,Cebada,2013,1912781,3.85,7369231,89,7987,0.04705371730952171
México,MEX,América del Norte,Caña de azúcar,2013,5968525,77.53,462767227,198,9869,0.01840486362584312
México,MEX,América del Norte,Café,2013,71253,1.22,86812,84,8046,0.04956858002320087
México,MEX,América del Norte,Trigo,2013,1347622,5.47,7366780,67,9732,0.04486015641647616
México,MEX,América del Norte,Soja,2013,2601154,3.08,8012186,131,7783,0.04611961872223895
México,MEX,América del Norte,Arroz,2013,2642448,6.7,17710587,77,3155,-0.031525350342543265
México,MEX,América del Norte,Algodón,2014,2763396,3.07,8487553,202,4804,-0.026908762240873366
México,MEX,América del Norte,Maíz,2014,1329152,7.75,10299903,204,8680,0.021201912797666006
México,MEX,América del Norte,Cebada,2014,1782729,3.43,6116359,107,1528,-0.009141083982185397
México,MEX,América del Norte,Caña de azúcar,2014,5076116,109.37,555191162,101,4351,-0.04338636757651107
México,MEX,América del Norte,Café,2014,256677,2.11,541171,167,5043,-0.007244431670854423
México,MEX,América del Norte,Trigo,2014,3459302,6.85,23699937,196,9784,0.002523053170288961
México,MEX,América del Norte,Soja,2014,7307008,2.15,15682227,274,1694,0.0377779938249561
México,MEX,América del Norte,Arroz,2014,2196872,5.77,12682498,182,1807,-0.031014966002718095
México,MEX,América del Norte,Algodón,2015,1295123,2.73,3539324,125,1893,0.01899529585016492
México,MEX,América del Norte,Maíz,2015,8920733,9.22,82214280,78,3945,0.02787311418760398
México,MEX,América del Norte,Cebada,2015,1672704,4.0,6690810,56,3930,-0.004631926424566314
México,MEX,América del Norte,Caña de azúcar,2015,3841191,89.45,343604544,216,3686,0.0218374719718563
México,MEX,América del Norte,Café,2015,56763,1.76,100148,231,7292,0.022687383585472842
México,MEX,América del Norte,Trigo,2015,1568680,4.4,6895036,283,6491,0.006549157851416909
México,MEX,América del Norte,Soja,2015,1396210,2.62,3655825,63,7874,-0.019193779446543536
México,MEX,América del Norte,Arroz,2015,2042275,4.75,9705553,295,4323,-0.049646710140585665
México,MEX,América del Norte,Algodón,2016,62652,2.75,172237,51,9084,-0.026212164598052326
México,MEX,América del Norte,Maíz,2016,8549934,6.22,53144280,51,5009,0.03821678649436057
México,MEX,América del Norte,Cebada,2016,1275685,4.35,5548971,87,1902,0.015327687821552027
México,MEX,América del Norte,Caña de azúcar,2016,496406,106.68,52955290,285,2436,-0.0450968637251201
México,MEX,América del Norte,Café,2016,94934,0.79,74808,229,3906,0.04662932638476627
México,MEX,América del Norte,Trigo,2016,3374476,5.97,20149739,144,7208,0.03202647422825297
México,MEX,América del Norte,Soja,2016,7925431,2.94,23304450,227,5496,-0.017079147303810174
México,MEX,América del Norte,Arroz,2016,893835,5.61,5018747,236,9666,0.048718926375858285
México,MEX,América del Norte,Algodón,2017,2979221,3.33,9931194,159,6185,-0.024033996071374998
México,MEX,América del Norte,Maíz,2017,6416585,9.91,63606604,236,9154,-0.0007495546281484078
México,MEX,América del Norte,Cebada,2017,1187385,2.76,3274301,80,1392,-0.003511436562641912
México,MEX,América del Norte,Caña de azúcar,2017,4002623,126.18,505069939,135,6728,0.006041550491782656
México,MEX,América del Norte,Café,2017,7519,1.78,13349,67,6042,-0.019971600542448745
México,MEX,América del Norte,Trigo,2017,75267,2.43,182598,195,1477,0.03320427699061415
México,MEX,América del Norte,Soja,2017,6552179,3.82,25021680,254,1582,0.014565222066457481
México,MEX,América del Norte,Arroz,2017,2716916,6.9,18748687,168,7782,0.0427789976765101
México,MEX,América del Norte,Algodón,2018,1906672,1.95,3726245,187,1306,-0.02917375298038302
México,MEX,América del Norte,Maíz,2018,6756643,3.28,22175430,136,7147,0.012651084761525072
México,MEX,América del Norte,Cebada,2018,1432444,3.58,5124657,250,6050,0.020526618404551944
México,MEX,América del Norte,Caña de azúcar,2018,522417,70.88,37030900,145,8404,0.03294574689174201
México,MEX,América del Norte,Café,2018,265723,1.01,269198,249,4311,0.04133538461670587
México,MEX,América del Norte,Trigo,2018,233211,7.08,1650061,137,8921,0.023244106675594373
México,MEX,América del Norte,Soja,2018,6886929,3.07,21167156,290,9456,0.017671728873789566
México,MEX,América del Norte,Arroz,2018,146647,5.88,861831,51,6095,0.04323373440208282
México,MEX,América del Norte,Algodón,2019,2839404,3.77,10700337,76,9529,0.026618018492299528
México,MEX,América del Norte,Maíz,2019,556693,7.28,4052707,132,4285,-0.03074543603765415
México,MEX,América del Norte,Cebada,2019,637786,5.18,3304838,90,5483,-0.038553960609989835
México,MEX,América del Norte,Caña de azúcar,2019,12041881,76.58,922178053,131,5440,-0.035844317120851725
México,MEX,América del Norte,Café,2019,171281,1.35,231306,278,6549,0.0040577102032658754
México,MEX,América del Norte,Trigo,2019,224613,4.55,1022593,63,2410,-0.007353425478997269
México,MEX,América del Norte,Soja,2019,4569945,4.76,21758667,164,6826,-0.01875593488489681
México,MEX,América del Norte,Arroz,2019,3400799,6.02,20480001,245,8629,0.006778930225815827
México,MEX,América del Norte,Algodón,2020,2514368,2.49,6267890,231,8625,-0.0029454125227822286
México,MEX,América del Norte,Maíz,2020,3289794,10.62,34938986,150,4004,0.019961462108242817
México,MEX,América del Norte,Cebada,2020,1892781,5.11,9666690,66,8787,-0.038711294269978394
México,MEX,América del Norte,Caña de azúcar,2020,2990681,73.9,220999233,180,2686,-0.009431401776110473
México,MEX,América del Norte,Café,2020,66721,1.33,88583,186,8552,-0.00991835252155665
México,MEX,América del Norte,Trigo,2020,2078143,6.07,12615934,137,4411,0.031391570489153156
México,MEX,América del Norte,Soja,2020,7290204,4.36,31810766,227,4869,-0.03269145439370555
México,MEX,América del Norte,Arroz,2020,3425226,5.85,20035304,168,6330,0.005508770121376141
Kenia,KEN,África,Caña de azúcar,2011,6498890,73.18,475577149,105,3276,0.03872615365741244
Kenia,KEN,África,Trigo,2011,22088,6.87,151639,124,7389,0.011557216627844723
Kenia,KEN,África,Cebada,2011,437331,4.62,2021500,283,5989,0.04185016225526726
Kenia,KEN,África,Arroz,2011,1492965,7.44,11111258,180,7622,0.034763674533036124
Kenia,KEN,África,Maíz,2011,1173027,4.93,5783545,230,6885,-0.039030168308878066
Kenia,KEN,África,Té,2011,16749,1.54,25776,131,7271,-0.009396734549429242
Kenia,KEN,África,Girasol,2011,1784943,2.54,4524849,148,6902,0.03399626867267154
Kenia,KEN,África,Café,2011,452929,1.37,620110,54,3359,0.02213392323619774
Kenia,KEN,África,Caña de azúcar,2012,7400951,90.22,667689700,256,7813,0.03601527620556104
Kenia,KEN,África,Trigo,2012,3770500,5.51,20762360,259,8373,-0.011528528216997368
Kenia,KEN,África,Cebada,2012,880268,5.26,4625930,110,9220,-0.023074955187113735
Kenia,KEN,África,Arroz,2012,2556896,6.2,15855100,230,7038,-0.038683563038506535
Kenia,KEN,África,Maíz,2012,1455027,5.0,7271222,242,5578,-0.0035063672684508967
Kenia,KEN,África,Té,2012,45374,1.65,74658,221,2279,0.018407401914661864
Kenia,KEN,África,Girasol,2012,4940331,1.66,8215576,249,1176,-0.0031131189658978875
Kenia,KEN,África,Café,2012,249802,1.47,366972,300,5827,-0.021079155677923445
Kenia,KEN,África,Caña de azúcar,2013,4836926,92.28,446340871,171,3770,0.007285999545171763
Kenia,KEN,África,Trigo,2013,2563490,6.73,17262710,71,3077,0.0005596109307276081
Kenia,KEN,África,Cebada,2013,628392,3.3,2073817,115,1232,0.02414291658367916
Kenia,KEN,África,Arroz,2013,2569032,6.35,16324468,94,5280,0.028252770528774604
Kenia,KEN,África,Maíz,2013,3057111,9.38,28664605,71,3376,0.009554409186498705
Kenia,KEN,África,Té,2013,277349,2.33,647198,219,8211,0.022599909184556205
Kenia,KEN,África,Girasol,2013,4689013,2.9,13615017,243,2900,-0.0447476803007719
Kenia,KEN,África,Café,2013,253096,1.3,329794,186,4828,-0.012019920584924557
Kenia,KEN,África,Caña de azúcar,2014,8470852,75.18,636827012,123,8353,-0.011799590529133833
Kenia,KEN,África,Trigo,2014,4393220,5.6,24609219,213,6797,0.0456183655889625
Kenia,KEN,África,Cebada,2014,1942573,4.05,7862929,255,2610,-0.024465608109278027
Kenia,KEN,África,Arroz,2014,2016633,7.44,14998870,200,4193,0.001995232207631016
Kenia,KEN,África,Maíz,2014,3295354,3.56,11732977,67,1195,-0.008875123338625765
Kenia,KEN,África,Té,2014,240227,1.72,412781,58,1388,0.011939722368077402
Kenia,KEN,África,Girasol,2014,4660007,3.62,16878127,213,2995,0.020807510582950217
Kenia,KEN,África,Café,2014,425342,1.75,745690,215,4027,0.039600163035724376
Kenia,KEN,África,Caña de azúcar,2015,4584607,72.14,330727375,166,5528,0.0269359129868324
Kenia,KEN,África,Trigo,2015,2938483,3.68,10809525,65,7271,-0.011140957226861467
Kenia,KEN,África,Cebada,2015,632997,5.2,3291619,175,4287,0.011030188495393424
Kenia,KEN,África,Arroz,2015,1961485,4.3,8444066,207,2740,0.04126092228411264
Kenia,KEN,África,Maíz,2015,1982022,2.87,5688373,248,8305,-0.04812352068982095
Kenia,KEN,África,Té,2015,977,2.84,2775,229,6403,0.04046175434539494
Kenia,KEN,África,Girasol,2015,4525872,3.21,14528132,153,2148,0.004012871701901288
Kenia,KEN,África,Café,2015,327831,2.16,709233,289,6880,-0.01665602871638855
Kenia,KEN,África,Caña de azúcar,2016,909055,101.68,92429766,186,6571,-0.041954321532561206
Kenia,KEN,África,Trigo,2016,2496554,4.42,11027203,148,4129,-0.020112965482561085
Kenia,KEN,África,Cebada,2016,228229,3.89,887567,211,8175,0.02353241830279268
Kenia,KEN,África,Arroz,2016,757967,4.5,3412468,149,2032,0.029273917183691295
Kenia,KEN,África,Maíz,2016,9121935,7.52,68617313,54,1606,-0.01607148941155192
Kenia,KEN,África,Té,2016,22521,1.68,37747,183,8509,0.04400897896146612
Kenia,KEN,África,Girasol,2016,5185918,2.09,10845703,59,3319,-0.0011105286673966583
Kenia,KEN,África,Café,2016,424681,2.03,860857,83,1235,-0.03277509910415005
Kenia,KEN,África,Caña de azúcar,2017,4565601,94.7,432385185,263,2047,0.031780017776392694
Kenia,KEN,África,Trigo,2017,3778155,5.06,19131400,101,7983,-0.016265688977002334
Kenia,KEN,África,Cebada,2017,1805472,5.18,9349852,197,9943,-0.036267059801824486
Kenia,KEN,África,Arroz,2017,1051878,6.2,6526783,80,5487,-0.03587631973806763
Kenia,KEN,África,Maíz,2017,6339875,7.56,47938790,60,3185,-0.040003214932194144
Kenia,KEN,África,Té,2017,230812,2.05,473667,51,1118,-0.03205871438522864
Kenia,KEN,África,Girasol,2017,4472267,3.46,15455828,247,8798,0.019235833083758064
Kenia,KEN,África,Café,2017,314278,0.94,295845,94,1616,0.009627197071910246
Kenia,KEN,África,Caña de azúcar,2018,1686198,103.71,174870717,51,4860,-0.030809713812539122
Kenia,KEN,África,Trigo,2018,1036704,7.5,7773153,179,4592,-0.003578399292877857
Kenia,KEN,África,Cebada,2018,483043,3.31,1600530,225,8772,-0.0002485162196130958
Kenia,KEN,África,Arroz,2018,173252,3.59,622506,114,6477,0.011681935045982653
Kenia,KEN,África,Maíz,2018,9348544,4.08,38164444,95,3589,0.02854920180817337
Kenia,KEN,África,Té,2018,63469,1.0,63718,198,6340,-0.008093372584319566
Kenia,KEN,África,Girasol,2018,3146677,1.52,4780870,110,7759,0.036988630294766886
Kenia,KEN,África,Café,2018,115552,0.58,66977,161,3374,-0.02838348379143543
Kenia,KEN,África,Caña de azúcar,2019,3291975,75.82,249612599,211,6875,0.04755558913178334
Kenia,KEN,África,Trigo,2019,994109,2.1,2092115,78,8627,-0.004142107502949369
Kenia,KEN,África,Cebada,2019,654159,2.69,1761352,253,3784,0.007812144585054991
Kenia,KEN,África,Arroz,2019,1042436,4.85,5057766,105,8757,0.033698902623923804
Kenia,KEN,África,Maíz,2019,6895963,6.95,47908968,198,4643,0.039182262813657276
Kenia,KEN,África,Té,2019,85652,3.2,273835,61,1656,0.04912735035319077
Kenia,KEN,África,Girasol,2019,4920022,1.58,7758298,254,2605,-0.004755863178309026
Kenia,KEN,África,Café,2019,273381,2.1,574268,105,3174,-0.014159431833184945
Kenia,KEN,África,Caña de azúcar,2020,1413264,58.47,82640053,167,1399,0.04764207784447133
Kenia,KEN,África,Trigo,2020,1221116,7.58,9252513,144,8607,0.020390206302257102
Kenia,KEN,África,Cebada,2020,1079738,3.02,3261264,58,5859,-0.007409774696165314
Kenia,KEN,África,Arroz,2020,2415943,6.83,16508239,70,6500,0.023576078513445897
Kenia,KEN,África,Maíz,2020,5214983,7.47,38945261,208,1669,-0.013442885602688047
Kenia,KEN,África,Té,2020,262109,2.67,700065,85,6487,-0.026136729464207722
Kenia,KEN,África,Girasol,2020,3483346,3.64,12677903,229,4437,0.025317349839968015
Kenia,KEN,África,Café,2020,202111,1.15,232904,120,1892,-0.04366308199404644
Nueva Zelanda,NZL,Oceanía,Girasol,2011,4509461,3.11,14013372,222,2075,-0.03116464175887167
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2011,1510485,70.36,106273126,294,2260,-0.03906350794079438
Nueva Zelanda,NZL,Oceanía,Café,2011,364197,0.62,227221,293,1371,-0.020683055805760145
Nueva Zelanda,NZL,Oceanía,Cebada,2011,1172950,5.56,6526636,238,1351,-0.020848320283695567
Nueva Zelanda,NZL,Oceanía,Algodón,2011,962947,3.36,3233987,198,6616,0.015576050166823868
Nueva Zelanda,NZL,Oceanía,Maíz,2011,8415901,8.51,71605324,163,8503,-0.01959176617320504
Nueva Zelanda,NZL,Oceanía,Arroz,2011,1278169,4.06,5192522,298,5720,0.026974973712499226
Nueva Zelanda,NZL,Oceanía,Trigo,2011,2929603,4.54,13296328,91,9770,-0.02147534178027474
Nueva Zelanda,NZL,Oceanía,Girasol,2012,1372963,1.77,2432676,197,3072,-0.005911136224562533
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2012,3441473,72.11,248164785,138,3423,-0.012708506399073387
Nueva Zelanda,NZL,Oceanía,Café,2012,87457,1.14,99739,288,9182,0.026851816583710816
Nueva Zelanda,NZL,Oceanía,Cebada,2012,2059084,3.11,6404827,299,9313,-0.01687193539198939
Nueva Zelanda,NZL,Oceanía,Algodón,2012,2054057,4.71,9684267,196,3409,0.029957617495381464
Nueva Zelanda,NZL,Oceanía,Maíz,2012,7766304,4.51,35020655,60,3284,0.01780083369535207
Nueva Zelanda,NZL,Oceanía,Arroz,2012,110795,5.82,644684,73,6347,-0.044496636384612924
Nueva Zelanda,NZL,Oceanía,Trigo,2012,5033477,6.2,31201887,100,1369,-0.041641044960608865
Nueva Zelanda,NZL,Oceanía,Girasol,2013,794193,3.3,2618022,204,9381,0.04434021641019553
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2013,6542289,89.12,583046704,148,7108,-0.04878092088948909
Nueva Zelanda,NZL,Oceanía,Café,2013,161185,2.47,398675,236,8278,0.024152767652718093
Nueva Zelanda,NZL,Oceanía,Cebada,2013,935184,4.5,4203926,158,7786,-0.03604323131180442
Nueva Zelanda,NZL,Oceanía,Algodón,2013,376410,1.51,568922,184,6495,-0.04338842188332007
Nueva Zelanda,NZL,Oceanía,Maíz,2013,6957685,3.92,27286063,156,3865,0.005581384496480192
Nueva Zelanda,NZL,Oceanía,Arroz,2013,611929,4.88,2986140,175,1691,0.032279921938663955
Nueva Zelanda,NZL,Oceanía,Trigo,2013,4856973,3.87,18802478,56,1040,-0.03459760303595885
Nueva Zelanda,NZL,Oceanía,Girasol,2014,3895209,1.75,6799614,95,9059,0.040679319715383036
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2014,511479,70.25,35930768,67,6927,0.008106577009324656
Nueva Zelanda,NZL,Oceanía,Café,2014,471560,1.25,587866,259,2959,-0.012679778402651956
Nueva Zelanda,NZL,Oceanía,Cebada,2014,44647,4.1,182913,131,8553,0.03783172644174325
Nueva Zelanda,NZL,Oceanía,Algodón,2014,654184,1.14,745147,294,6832,-0.045128509931373455
Nueva Zelanda,NZL,Oceanía,Maíz,2014,1359086,6.61,8978743,74,3738,0.004371233524834248
Nueva Zelanda,NZL,Oceanía,Arroz,2014,3165172,6.16,19497240,142,2570,0.0034420323223223054
Nueva Zelanda,NZL,Oceanía,Trigo,2014,1213775,2.01,2443050,174,7750,-0.015968690871516346
Nueva Zelanda,NZL,Oceanía,Girasol,2015,985945,2.13,2101231,253,9612,0.034606974968385426
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2015,2076994,87.78,182323649,83,1284,-0.0020481770126447793
Nueva Zelanda,NZL,Oceanía,Café,2015,186902,0.87,162814,183,6604,-0.03277928403772795
Nueva Zelanda,NZL,Oceanía,Cebada,2015,1529278,5.27,8053065,86,4712,-0.01925716763336646
Nueva Zelanda,NZL,Oceanía,Algodón,2015,319081,2.22,708647,54,8934,0.025733403437769017
Nueva Zelanda,NZL,Oceanía,Maíz,2015,1744267,3.53,6160772,170,2948,0.04085292984024619
Nueva Zelanda,NZL,Oceanía,Arroz,2015,1165457,7.17,8361265,285,4365,0.008760304675381525
Nueva Zelanda,NZL,Oceanía,Trigo,2015,2823390,2.01,5660937,121,6698,-0.014779672652067748
Nueva Zelanda,NZL,Oceanía,Girasol,2016,2333225,2.28,5309353,245,1229,0.002883874041585674
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2016,5205841,65.93,343237328,235,2616,0.04242320970745041
Nueva Zelanda,NZL,Oceanía,Café,2016,521875,1.86,971634,162,2758,-0.031915146235568716
Nueva Zelanda,NZL,Oceanía,Cebada,2016,790313,3.9,3079005,244,6149,-0.03763845975257331
Nueva Zelanda,NZL,Oceanía,Algodón,2016,526856,2.2,1159170,234,1665,-0.041775205486926884
Nueva Zelanda,NZL,Oceanía,Maíz,2016,6742029,4.89,32988871,299,8273,-0.027412657027009214
Nueva Zelanda,NZL,Oceanía,Arroz,2016,1808947,4.17,7537902,171,7020,-0.03207027166129214
Nueva Zelanda,NZL,Oceanía,Trigo,2016,4946605,5.82,28798262,223,2392,-0.03807821561145219
Nueva Zelanda,NZL,Oceanía,Girasol,2017,4954945,4.23,20983524,93,2060,-0.013629000652426858
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2017,3139918,101.52,318776662,264,7958,0.022520050033263933
Nueva Zelanda,NZL,Oceanía,Café,2017,359415,2.27,815926,255,7557,-0.01439026931239197
Nueva Zelanda,NZL,Oceanía,Cebada,2017,2191659,3.63,7962746,246,8448,-0.03919633319810774
Nueva Zelanda,NZL,Oceanía,Algodón,2017,1983875,1.71,3394278,238,1865,0.033031246861985816
Nueva Zelanda,NZL,Oceanía,Maíz,2017,567899,9.85,5591860,89,5960,0.01219667615237282
Nueva Zelanda,NZL,Oceanía,Arroz,2017,297325,6.02,1788960,169,4308,-0.020643706871499704
Nueva Zelanda,NZL,Oceanía,Trigo,2017,4402463,3.71,16323396,189,1289,0.04525804949102172
Nueva Zelanda,NZL,Oceanía,Girasol,2018,3120147,2.72,8493683,268,7165,-0.005744385376828733
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2018,2570478,100.55,258458708,230,3689,-0.0008520391354850596
Nueva Zelanda,NZL,Oceanía,Café,2018,338094,1.44,487643,175,9837,0.0072210233433681464
Nueva Zelanda,NZL,Oceanía,Cebada,2018,1851990,2.33,4310970,201,7189,0.011693967637783118
Nueva Zelanda,NZL,Oceanía,Algodón,2018,1175567,1.37,1615339,264,7003,-0.015112321220671077
Nueva Zelanda,NZL,Oceanía,Maíz,2018,631408,8.46,5341906,159,6654,0.049194552270595784
Nueva Zelanda,NZL,Oceanía,Arroz,2018,247944,5.62,1393104,201,2391,0.04103890187143629
Nueva Zelanda,NZL,Oceanía,Trigo,2018,2252411,2.36,5312997,59,8551,0.015776778655773788
Nueva Zelanda,NZL,Oceanía,Girasol,2019,4372084,3.17,13861833,200,1364,0.048576478150870156
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2019,6492751,66.35,430763750,226,4373,-0.016403253751448257
Nueva Zelanda,NZL,Oceanía,Café,2019,421007,1.49,629184,298,8143,-0.02982413731742524
Nueva Zelanda,NZL,Oceanía,Cebada,2019,1839692,2.88,5299470,117,1778,-0.0202679730979892
Nueva Zelanda,NZL,Oceanía,Algodón,2019,1029438,3.62,3728812,198,2552,0.009186465544132924
Nueva Zelanda,NZL,Oceanía,Maíz,2019,9069506,7.78,70569468,253,2256,0.015153681355520296
Nueva Zelanda,NZL,Oceanía,Arroz,2019,1212993,4.9,5942475,152,5116,0.012496387597448547
Nueva Zelanda,NZL,Oceanía,Trigo,2019,4724972,2.64,12481999,270,4056,0.007684329524042924
Nueva Zelanda,NZL,Oceanía,Girasol,2020,3577502,2.35,8397422,268,8106,0.04346359339812132
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2020,1193069,77.25,92163881,88,5919,0.03441219958319423
Nueva Zelanda,NZL,Oceanía,Café,2020,454309,1.63,738416,155,5373,0.03237107044983252
Nueva Zelanda,NZL,Oceanía,Cebada,2020,613404,4.04,2479533,88,4144,-0.04722958263338611
Nueva Zelanda,NZL,Oceanía,Algodón,2020,1591529,2.4,3824116,215,1606,-0.029800949126959977
Nueva Zelanda,NZL,Oceanía,Maíz,2020,552493,5.65,3121216,95,1691,0.04637868905251771
